participant_id;session_id;team_name;sport;question_key;code_1;code_2;;code_2 Frequency Table;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;"positive_circulation_response; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;hygiene_quality_concern;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;"motivation_reward; community_support";"incentive_governance; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;"community_support; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;"practical_system; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;"practical_system; scam_risk; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q2_Athlete;"motivation_reward; cost_access_barrier; skeptical_response";"incentive_governance; equity_and_retention; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q3_Athlete;"positive_acceptance; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q4_Athlete;"equipment_preference; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q5_Athlete;"equipment_preference; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q6_Athlete;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q7_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q11_Athlete;"cost_access_barrier; no_inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q13_Athlete;"practical_system; app_preference";"circular_exchange_engagement; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q2_Athlete;"motivation_reward; cost_access_barrier";"incentive_governance; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q3_Athlete;"equipment_preference; skeptical_response; social_comfort_broad; trust_safety";"circular_exchange_engagement; evaluative_stance; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q7_Athlete;"motivation_reward; cost_access_barrier; app_preference";"incentive_governance; equity_and_retention; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q9_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q11_Athlete;"cost_access_barrier;no_inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q12_Athlete;"motivation_reward; cost_access_barrier";"incentive_governance; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q1_Athlete;"cost_access_barrier; practical_system";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety; community_support";"trust_negotiation; circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q6_Athlete;face_to_face_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q7_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q13_Athlete;"practical_system; scam_risk; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q3_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q4_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q5_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q6_Athlete;face_to_face_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q10_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q13_Athlete;"practical_system; scam_risk; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q4_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q5_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q8_Athlete;"social_comfort_team; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q10_Athlete;"positive_circulation_response; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q11_Athlete;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q13_Athlete;"practical_system; scam_risk; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q1_Athlete;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q2_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q4_Athlete;"positive_circulation_response; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q5_Athlete;"positive_circulation_response; community_support";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q1_Athlete;"cost_access_barrier; app_preference";"equity_and_retention; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q2_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q11_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
