participant_id;session_id;team_name;sport;question_key;response_text;code_1;;;Table 1: Code_1 Occurrences;;;Table 2: Code_1 Occurrences by Question Key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1_A01;T1;Uppsala Sirius U15;Football;Q1_Athlete;I think it would be good. Yeah, great.;positive_acceptance;;;Code (20);Count;;Code;Q1_Athlete;Q2_Athlete;Q3_Athlete;Q4_Athlete;Q5_Athlete;Q6_Athlete;Q7_Athlete;Q8_Athlete;Q9_Athlete;Q10_Athlete;Q11_Athlete;Q12_Athlete;Q13_Athlete;Athlete Total;Q1_Coach;Q2_Coach;Q3_Coach;Q4_Coach;Q5_Coach;Q6_Coach;Q7_Coach;Q8_Coach;Q9_Coach;Q10_Coach;Q11_Coach;Q12_Coach;Q13_Coach;Q14_Coach;Q15_Coach;Q16_Coach;Coach Total;Grand Total
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q6_Athlete;Through the app, it is convenient;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q7_Athlete;Yeah, I would say you're kind of paying for them. But not really;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q8_Athlete;It would be a little bit sketchy for changing/exchanging things with strangers, but I would trust them;trust_safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q9_Athlete;It is not really fair, but I mean, the tokens are getting circulated, so that is fine;"motivation_reward; fairness_reciprocity";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q10_Athlete;Yeah, Basketball shoes before;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q11_Athlete;I don't know anyone personally, but I am aware of this problem. I see kids quitting because of the equipment;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q12_Athlete;Yeah, of course;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A01;T2;Uppsala Basketball Lions;Basketball;Q13_Athlete;I think it would work, but you need a lot of users;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q1_Athlete;It sounds like a really good way, you know, get free sports equipment through the app just by answering the questions.;"app_preference; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q2_Athlete;Yes, very good reward;"motivation_reward; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q3_Athlete;Yes, of course;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q4_Athlete;Shoes and Headbands;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q5_Athlete;Shoes and Headbands;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q6_Athlete;App too;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q7_Athlete;I think if you do it in person, it is more trustworthy, rather than sending it via package or something;"trust_safety; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q8_Athlete;I trust the app, so yes;trust_safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q9_Athlete;The system works better if everybody posts different items;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q10_Athlete;I personally have not, but I am hoping to start;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q11_Athlete;I believe people quit sports because of that, and they don't really wanna talk about it.;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q12_Athlete;Yeah, absolutely;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A02;T2;Uppsala Basketball Lions;Basketball;Q13_Athlete;It should have a lot of people to get a lot of items. If fewer people start using it;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q1_Athlete;It's a good idea.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q2_Athlete;Yes, it feels like the reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q3_Athlete;Yes, absolutely;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q4_Athlete;Any training equipments;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q5_Athlete;Any training equipments;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q6_Athlete;Through the training, since it is more efficient,;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q7_Athlete;Yes, kind of;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q8_Athlete;It's all about the app, so yes;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q9_Athlete;It is not really fair;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q10_Athlete;Yeah, me too, I sold a pair of basketball shoes.;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q11_Athlete;Yeah, I feel the same, because I don't personally know anybody, but there is probably a lot of people that;"cost_access_barrier; no_inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q12_Athlete;Yess;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T2_A03;T2;Uppsala Basketball Lions;Basketball;Q13_Athlete;Yeah, I agree, if you get a lot of people, if everybody starts to post, there should be a lot of equipment, and that is gonna bring even more people into this community. Yes, then the tokens could not get circulated, and also possible scams;"practical_system; scam_risk; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;Motivated;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;Yeah, it's good;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;Sport tee shirts like shorts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;probably my shirts and shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;through the app;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;Yeah, like a reward for trading;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;I don't know, to be honest;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;Sometimes we switch shoes;"positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;Not in my team;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;Yeah, probably;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A01;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;If wrong sizes, communication should be better;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;Motivated too by questions;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;Yeah, it would be okay to use what others;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;shoes, shorts, and tee shirts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;old shoes, I can give them away;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;Yes, because you get something in return if you give someone;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;It feels bad. He does not involve himself;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;I sold some;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;I don't know;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A02;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;Should have descriptions;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;Motivated by questions and answering them.;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;Yeah, if it's good and less tokens, I could see myself in it;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;yeah, maybe some shoes, shorts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;t-shirts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;If I get traded, I am happy;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;I would be fine;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;I would feel it is unnecessary because it is not coming back;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;I give away my shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;I don't know;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;Yeah, then they could get utilized by this;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A03;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;Yeah, I agree;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;I feel that if you get stuff, you will come up to practice;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;Yes, if it is of good quality;hygiene_quality_concern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;backpacks;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;t-shirts and shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;practice;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;Yeah, it will feel different, more like if you just give it for a good cause rather than tokens;"motivation_reward; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;It would be fine if I saw him and exchanged;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;Yeah, I feel the same. It is unnecessary, this app, if no one uses it;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;No, I have not;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;I don't know;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;Of course, people who don't want to have it in the first place, this would help;"community_support; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A04;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;Yeah, I feel the same, make sure it is safe, to trust it.;"practical_system; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q1_Athlete;I agree as well.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q2_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q3_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q4_Athlete;shoes and backpacks too;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q5_Athlete;shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q6_Athlete;app or practice;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q7_Athlete;Yeah, I agree it feels different than giving away normally;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q8_Athlete;I would be fine with both, but prefer my own team;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q9_Athlete;Yeah, I agree with them;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q10_Athlete;I have sold stuff to the other teammates;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q11_Athlete;No;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q12_Athlete;Yeah, it would help.;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3_A05;T3;Uppsala Basketball P10;Basketball;Q13_Athlete;Scam-free;"practical_system; scam_risk; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q1_Athlete;I think it is a great idea, I have not tried it, it is new thinking, not done before. Yeah, it is good.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q2_Athlete;I don't know, I think it could be different person to person, if you don't have money, I will think it's a great motivation;"motivation_reward; cost_access_barrier; skeptical_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q3_Athlete;I would be comfortable. I usually share my things, it's good not to throw them away just because they are used.;"positive_acceptance; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q4_Athlete;new shinpads, gloves, and giving away jackets;"equipment_preference; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q5_Athlete;new shinpads, gloves, and giving away jackets;"equipment_preference; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q6_Athlete;The app is nice, it would be complicated with delivery, easier in trainings;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q7_Athlete;no;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q8_Athlete;good with both, more with team;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q9_Athlete;i would not care, because we really do not know, if they have something to give back to the community;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q10_Athlete;Yes, I have, both sell and given away to cousins and family;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q11_Athlete;No, not in football, because it is cheap, maybe in hockey;"cost_access_barrier; no_inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q12_Athlete;yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A01;T4;IF VP;Football;Q13_Athlete;I think it will work, good paying system, app should be well-made, programmed, and not lag;"practical_system; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q1_Athlete;Well, it is a very good system. It is very good thinking.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q2_Athlete;Very great motivation, because maybe you don't always have money to get the things;"motivation_reward; cost_access_barrier";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q3_Athlete;Yes, it depends on what product it is. If it is clothes, I don't know, but I will be willing to give them away.;"equipment_preference; skeptical_response; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q4_Athlete;giving away whatever I don't need at home;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q5_Athlete;giving away whatever I don't need at home;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q6_Athlete;person I don't know - use app, I know - training;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q7_Athlete;Well, yes, because if I get it through the app i get tokens, face-to-face, I get real money, and i have more things I could buy;"motivation_reward; cost_access_barrier; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q8_Athlete;it depends, people my age are okay, else less comfortable;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q9_Athlete;as long as I get tokens, I would not care;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q10_Athlete;yes to family, like used boots through the platform and got money;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q11_Athlete;not really here in Uppsala, but I have seen on social media;"cost_access_barrier;no_inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q12_Athlete;Yes, I think so, it is good that you answer questions and get tokens and buy things, instead of buying with real money;"motivation_reward; cost_access_barrier";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A02;T4;IF VP;Football;Q13_Athlete;Well, I think it is very good;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q1_Athlete;It is a great system, where you can get shinpads, shoes, etc. Easy money.;"cost_access_barrier; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q2_Athlete;Motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q3_Athlete;I will be giving away, but getting it would not be like that.;"social_comfort_team; positive_circulation_response; trust_safety; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q4_Athlete;boots, shirts, and everything that I don't need will be given away;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q5_Athlete;boots, shirts, and everything that I don't need will be given away;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q6_Athlete;face to face will be better, far away is app;face_to_face_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q7_Athlete;i would not care;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q8_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q9_Athlete;if they don't, it does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q10_Athlete;with family, yes, not with strangers and platforms;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q11_Athlete;not in my life;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q12_Athlete;Yeah;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A03;T4;IF VP;Football;Q13_Athlete;Yes, I think it would, maybe the app lags and scams;"practical_system; scam_risk; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q1_Athlete;Great system yeah;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q2_Athlete;Yes motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q3_Athlete;Comfortable giving away and getting, coz some don't have money for new, I would be willing;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
